Body Regions|A01
Cyclin-Dependent Kinase Inhibitor p16|D12.644.360.225.200,D12.776.167.187.200,D12.776.476.225.200,D12.776.624.776.355.200
Cyclin-Dependent Kinase Inhibitor p18|D12.644.360.225.300,D12.776.167.187.300,D12.776.476.225.300,D12.776.624.776.355.300
Cyclin-Dependent Kinase Inhibitor p19|D12.644.360.225.400,D12.776.167.187.400,D12.776.476.225.400,D12.776.624.776.355.400
Cyclin-Dependent Kinase Inhibitor p21|D12.644.360.225.500,D12.776.157.687.250,D12.776.167.187.500,D12.776.476.225.500,D12.776.624.776.355.500,D12.776.660.720.250
Cyclin-Dependent Kinase Inhibitor p27|D12.644.360.225.600,D12.776.167.187.600,D12.776.476.225.600,D12.776.624.776.355.600
Cyclin-Dependent Kinase Inhibitor p57|D12.644.360.225.700,D12.776.167.187.700,D12.776.476.225.700,D12.776.624.776.355.700
Cyclins|D12.644.360.262,D12.776.167.218,D12.776.476.262
Cyclin A|D12.644.360.262.100,D12.776.167.218.100,D12.776.476.262.100
Cyclin A1|D12.644.360.262.100.100,D12.776.167.218.100.100,D12.776.476.262.100.100
Cyclin A2|D12.644.360.262.100.200,D12.776.167.218.100.200,D12.776.476.262.100.200
Cyclin B|D12.644.360.262.120,D12.776.167.218.120,D12.776.476.262.120
Cyclin B1|D12.644.360.262.120.100,D12.776.167.218.120.100,D12.776.476.262.120.100
Cyclin B2|D12.644.360.262.120.200,D12.776.167.218.120.200,D12.776.476.262.120.200
Cyclin D|D12.644.360.262.150,D12.776.167.218.150,D12.776.476.262.150
Cyclin D1|D12.644.360.262.150.100,D12.776.167.218.150.100,D12.776.476.262.150.100,D12.776.624.664.700.100
Cyclin D2|D12.644.360.262.150.200,D12.776.167.218.150.200,D12.776.476.262.150.200
Cyclin D3|D12.644.360.262.150.300,D12.776.167.218.150.300,D12.776.476.262.150.300
Cyclin E|D12.644.360.262.180,D12.776.167.218.180,D12.776.476.262.180
Cyclin G|D12.644.360.262.200,D12.776.167.218.200,D12.776.476.262.200
Cyclin G1|D12.644.360.262.200.100,D12.776.167.218.200.100,D12.776.476.262.200.100
Cyclin G2|D12.644.360.262.200.200,D12.776.167.218.200.200,D12.776.476.262.200.200
Cyclin H|D12.644.360.262.300,D12.776.167.218.300,D12.776.476.262.300
Cyclin I|D12.644.360.262.400,D12.776.167.218.400,D12.776.476.262.400
Cyclin T|D12.644.360.262.700,D12.776.167.218.700,D12.776.476.262.700,D12.776.930.955.500.249
GTP-Binding Protein Regulators|D12.644.360.325,D12.776.476.325
GTP-Binding Protein beta Subunits|D12.644.360.325.038,D12.776.157.325.332.520,D12.776.476.338.200.450,D12.776.543.325.450
GTP-Binding Protein gamma Subunits|D12.644.360.325.075,D12.776.157.325.332.730,D12.776.476.338.200.625,D12.776.543.325.625
GTPase-Activating Proteins|D12.644.360.325.150,D12.776.476.325.150
Chimerin Proteins|D12.644.360.325.150.100,D12.776.476.325.150.100,D12.776.631.124
Chimerin 1|D12.644.360.325.150.100.200,D12.776.476.325.150.100.200,D12.776.631.124.200
Eukaryotic Initiation Factor-5|D12.644.360.325.150.300,D12.776.476.325.150.300,D12.776.835.725.868.750
Eukaryotic Translation Initiation Factor 5A|D12.644.360.325.150.300.500,D12.776.476.325.150.300.500,D12.776.835.725.868.750.500
ras GTPase-Activating Proteins|D12.644.360.325.150.500,D12.776.476.325.150.500
Neurofibromin 1|D12.644.360.325.150.500.460,D12.776.476.325.150.500.460,D12.776.624.776.610
p120 GTPase Activating Protein|D12.644.360.325.150.500.500,D12.776.476.325.150.500.500
RGS Proteins|D12.644.360.325.150.750,D12.776.476.325.150.750
Guanine Nucleotide Dissociation Inhibitors|D12.644.360.325.225,D12.776.476.325.225
rho-Specific Guanine Nucleotide Dissociation Inhibitors|D12.644.360.325.225.500,D12.776.476.325.225.500
rho Guanine Nucleotide Dissociation Inhibitor alpha|D12.644.360.325.225.500.100,D12.776.476.325.225.500.100
rho Guanine Nucleotide Dissociation Inhibitor beta|D12.644.360.325.225.500.200,D12.776.476.325.225.500.200,D23.050.301.500.600.850,D23.050.705.552.600.700
rho Guanine Nucleotide Dissociation Inhibitor gamma|D12.644.360.325.225.500.300,D12.776.476.325.225.500.300
Guanine Nucleotide Exchange Factors|D12.644.360.325.300,D12.776.476.325.300
C9orf72 Protein|D12.644.360.325.300.025,D12.776.476.325.300.025
Eukaryotic Initiation Factor-2B|D12.644.360.325.300.050,D12.776.476.325.300.050,D12.776.835.725.868.374
Rho Guanine Nucleotide Exchange Factors|D12.644.360.325.300.099,D12.776.476.325.300.099
Guanine Nucleotide-Releasing Factor 2|D12.644.360.325.300.300,D12.776.476.325.300.300
ral Guanine Nucleotide Exchange Factor|D12.644.360.325.300.600,D12.776.476.325.300.600
ras Guanine Nucleotide Exchange Factors|D12.644.360.325.300.700,D12.776.476.325.300.700
ras-GRF1|D12.644.360.325.300.700.500,D12.776.476.325.300.700.500
Son of Sevenless Proteins|D12.644.360.325.300.700.700,D12.776.476.325.300.700.700
Son of Sevenless Protein, Drosophila|D12.644.360.325.300.700.700.600,D12.776.476.325.300.700.700.600
SOS1 Protein|D12.644.360.325.300.700.700.630,D12.776.476.325.300.700.700.630
T-Lymphoma Invasion and Metastasis-inducing Protein 1|D12.644.360.325.300.850,D12.776.476.325.300.850
I-kappa B Proteins|D12.644.360.365,D12.776.260.420,D12.776.476.381,D12.776.930.326
NF-KappaB Inhibitor alpha|D12.644.360.365.500,D12.776.260.420.500,D12.776.476.381.500,D12.776.930.326.500
Inhibitor of Growth Protein 1|D12.644.360.368,D12.776.476.383,D12.776.624.776.503,D12.776.660.494
Intracellular Calcium-Sensing Proteins|D12.644.360.372,D12.776.157.125.412,D12.776.476.387
Calmodulin|D12.644.360.372.249,D12.776.157.125.412.249,D12.776.476.387.249
Calnexin|D12.644.360.372.311,D12.776.157.125.412.311,D12.776.476.387.311,D12.776.503.295,D12.776.543.162
Calreticulin|D12.644.360.372.374,D12.776.157.125.412.374,D12.776.476.387.374,D12.776.503.303
Neuronal Calcium-Sensor Proteins|D12.644.360.372.500,D12.776.157.125.412.500,D12.776.476.387.500,D12.776.631.645
Guanylate Cyclase-Activating Proteins|D12.644.360.372.500.124,D12.776.157.125.412.500.124,D12.776.306.433,D12.776.476.387.500.124,D12.776.631.645.124
Hippocalcin|D12.644.360.372.500.249,D12.776.157.125.412.500.249,D12.776.476.387.500.249,D12.776.631.645.249
Kv Channel-Interacting Proteins|D12.644.360.372.500.374,D12.776.157.125.412.500.374,D12.776.476.387.500.374,D12.776.631.645.374
Neurocalcin|D12.644.360.372.500.500,D12.776.157.125.412.500.500,D12.776.476.387.500.500,D12.776.631.645.500
Recoverin|D12.644.360.372.500.750,D12.776.157.125.412.500.750,D12.776.306.750,D12.776.476.387.500.750,D12.776.631.645.750
Methyl-Accepting Chemotaxis Proteins|D12.644.360.420,D12.776.097.533,D12.776.476.420,D12.776.543.750.054
NLR Proteins|D12.644.360.539
NLR Family, Pyrin Domain-Containing 3 Protein|D12.644.360.539.250
Olfactory Marker Protein|D12.644.360.543,D12.776.476.543,D12.776.631.653
Phosphatidylethanolamine Binding Protein|D12.644.360.562,D12.776.157.661,D12.776.476.555
Protein Phosphatase Inhibitory Proteins|D12.644.360.606,D12.776.476.561
RNA-Binding Protein EWS|D12.644.360.650,D12.776.157.142.750,D12.776.157.725.500.313.900,D12.776.157.725.813.750.900,D12.776.476.650,D12.776.624.664.700.913,D12.776.664.962.500.313.900,D12.776.664.962.813.750.900
SAP90-PSD95 Associated Proteins|D12.644.360.700,D12.776.476.700,D12.776.631.703
Secreted Frizzled-Related Proteins|D12.644.360.813,D12.776.476.800
Tuberous Sclerosis Complex 1 Protein|D12.644.360.925,D12.776.476.932,D12.776.624.776.766
Tuberous Sclerosis Complex 2 Protein|D12.644.360.938,D12.776.476.935,D12.776.624.776.769
Tumor Protein, Translationally-Controlled 1|D12.644.360.963,D12.776.476.941,D12.776.624.720
Mating Factor|D12.644.368,D23.641.200
Myocardial Depressant Factor|D12.644.370
Neuropeptides|D12.644.400,D12.776.631.650
Calcitonin Gene-Related Peptide|D12.644.400.097,D12.776.631.650.097
Carnosine|D12.644.400.100,D12.644.456.345.331,D12.776.631.650.100
Delta Sleep-Inducing Peptide|D12.644.400.200,D12.644.456.300,D12.776.631.650.200
FMRFamide|D12.644.400.235,D12.776.631.650.235
Galanin|D12.644.400.250,D12.776.631.650.250
Galanin-Like Peptide|D12.644.400.275
Orexins|D12.644.400.360,D12.776.631.650.363
Neuropeptide Y|D12.644.400.500,D12.776.631.650.500
Neurophysins|D12.644.400.525,D12.776.157.597,D12.776.631.650.525
Neurotensin|D12.644.400.550,D12.776.631.650.550
omega-Agatoxin IVA|D12.644.400.562,D12.776.093.249.500,D20.888.065.870.324.500,D23.946.833.065.870.324.500
Opioid Peptides|D12.644.400.575,D12.776.631.650.575
Dynorphins|D12.644.400.575.180,D12.776.631.650.575.180
Endorphins|D12.644.400.575.241,D12.776.631.650.575.241
Enkephalins|D12.644.400.575.281,D12.776.631.650.575.281
Enkephalin, Ala(2)-MePhe(4)-Gly(5)-|D12.644.400.575.281.075,D12.776.631.650.575.281.075
Enkephalin, Leucine|D12.644.400.575.281.231,D12.776.631.650.575.281.231
Enkephalin, Leucine-2-Alanine|D12.644.400.575.281.231.500,D12.776.631.650.575.281.231.500
Enkephalin, Methionine|D12.644.400.575.281.381,D12.776.631.650.575.281.381
D-Ala(2),MePhe(4),Met(0)-ol-enkephalin|D12.644.400.575.281.381.500,D12.776.631.650.575.281.381.500
Enkephalin, D-Penicillamine (2,5)-|D12.644.400.575.281.600,D12.776.631.650.575.281.600
Nociceptin|D12.644.400.575.640,D12.776.631.650.575.640
Oligopeptides|D12.644.456
Angiotensin Amide|D12.644.456.073.041.050,D23.469.050.050.050.050
Saralasin|D12.644.456.073.041.800,D23.469.050.050.050.700
1-Sarcosine-8-Isoleucine Angiotensin II|D12.644.456.073.041.815,D23.469.050.050.050.725
Angiotensinogen|D12.644.456.073.070,D12.644.861.020,D12.776.811.070,D12.776.872.020
Antipain|D12.644.456.120
Brentuximab Vedotin|D12.644.456.217,D12.776.124.486.485.114.224.060.438,D12.776.124.790.651.114.224.060.469,D12.776.377.715.548.114.224.200.469
Ceruletide|D12.644.456.241
Chalones|D12.644.456.270
Dipeptides|D12.644.456.345
Anserine|D12.644.456.345.159
Aspartame|D12.644.456.345.190
Enalapril|D12.644.456.345.360
Enalaprilat|D12.644.456.345.360.300
Glycylglycine|D12.644.456.345.575
Lisinopril|D12.644.456.345.600
Glutathione|D12.644.456.448
Glutathione Disulfide|D12.644.456.448.500
Phytochelatins|D12.644.456.448.625
Leupeptins|D12.644.456.580
Netropsin|D12.644.456.650
Pepstatins|D12.644.456.724
Peptide T|D12.644.456.729
Teprotide|D12.644.456.810
Tuftsin|D12.644.456.840,D12.644.541.500.650.750,D12.776.124.486.485.397.500,D12.776.124.486.485.680.650.750,D12.776.124.790.651.397.500,D12.776.124.790.651.680.650.750,D12.776.377.715.548.397.500,D12.776.377.715.548.680.650.750
Peptaibols|D12.644.504
Peptide Fragments|D12.644.541
Enfuvirtide|D12.644.541.250,D12.776.543.512.500.330.500,D12.776.964.350.520.330.500,D12.776.964.775.325.164.200.500,D12.776.964.775.562.500.200.500,D12.776.964.970.880.325.164.200.500,D12.776.964.970.880.910.330.500,D23.050.327.520.330.500
Immunoglobulin Fragments|D12.644.541.500,D12.776.124.486.485.680,D12.776.124.790.651.680,D12.776.377.715.548.680
Immunoglobulin Fab Fragments|D12.644.541.500.650,D12.776.124.486.485.680.650,D12.776.124.790.651.680.650,D12.776.377.715.548.680.650
Abciximab|D12.644.541.500.650.125,D12.776.124.486.485.114.224.060.125,D12.776.124.486.485.680.650.125,D12.776.124.790.651.114.224.060.125,D12.776.124.790.651.680.650.125,D12.776.377.715.548.114.224.200.125,D12.776.377.715.548.680.650.125
Immunoglobulin Variable Region|D12.644.541.500.650.500,D12.776.124.486.485.680.650.500,D12.776.124.486.485.797,D12.776.124.790.651.680.650.500,D12.776.124.790.651.797,D12.776.377.715.548.680.650.500,D12.776.377.715.548.797,G02.111.570.060.425
Complementarity Determining Regions|D12.644.541.500.650.500.180,D12.776.124.486.485.680.650.500.180,D12.776.124.486.485.797.180,D12.776.124.790.651.680.650.500.180,D12.776.124.790.651.797.180,D12.776.377.715.548.680.650.500.180,D12.776.377.715.548.797.180,D12.776.543.750.705.816.824.300,G02.111.570.060.425.160
Immunoglobulin Joining Region|D12.644.541.500.650.500.590,D12.776.124.486.485.680.650.500.590,D12.776.124.486.485.797.590,D12.776.124.790.651.680.650.500.590,D12.776.124.790.651.797.590,D12.776.377.715.548.680.650.500.590,D12.776.377.715.548.797.590
Single-Chain Antibodies|D12.644.541.500.650.500.800,D12.776.124.486.485.114.224.785,D12.776.124.486.485.680.650.500.800,D12.776.124.790.651.680.650.500.800,D12.776.377.715.548.680.650.500.795
Single-Domain Antibodies|D12.644.541.500.650.500.900,D12.776.124.486.485.680.650.500.900,D12.776.124.790.651.680.650.500.900,D12.776.377.715.548.680.650.500.897
Immunoglobulin Fc Fragments|D12.644.541.500.697,D12.776.124.486.485.538.500,D12.776.124.486.485.680.697,D12.776.124.790.651.538.500,D12.776.124.790.651.680.660,D12.776.377.715.548.538.500,D12.776.377.715.548.680.660
Etanercept|D12.644.541.500.697.624,D12.776.124.486.485.538.500.624,D12.776.124.486.485.680.697.624,D12.776.124.790.651.538.500.624,D12.776.124.790.651.680.660.624,D12.776.377.715.548.538.500.624,D12.776.377.715.548.680.660.624,D12.776.543.750.705.852.760.232
Immunoglobulin Idiotypes|D12.644.541.500.745,D12.776.124.486.485.680.745,D12.776.124.790.651.680.745,D12.776.377.715.548.680.745,D23.050.550.750,G02.111.570.060.425.580,G12.500.450
Peptide Library|D12.644.555,G02.111.570.060.620,G05.360.325.640
Cyclotides|D12.644.641.243
Echinocandins|D12.644.641.311
Anidulafungin|D12.644.641.311.250
Eptifibatide|D12.644.641.366
Nanotubes, Peptide|D12.644.641.548,J01.637.512.850.750
Peptoids|D12.644.679
Phosphopeptides|D12.644.717
Protein Sorting Signals|D12.644.770,G02.111.570.060.670
Nuclear Export Signals|D12.644.770.600,G02.111.570.060.670.600
Nuclear Localization Signals|D12.644.770.610,G02.111.570.060.670.610
Peroxisomal Targeting Signals|D12.644.770.805,G02.111.570.060.670.805
Proteinase Inhibitory Proteins, Secretory|D12.644.822,D12.776.815
Elafin|D12.644.822.437,D12.776.815.437
Protease Nexins|D12.644.822.468,D12.776.815.468
Serpin E2|D12.644.822.468.750,D12.644.861.695.850,D12.776.815.468.750,D12.776.872.695.850
Secretory Leukocyte Peptidase Inhibitor|D12.644.822.500,D12.776.815.500
Serine Peptidase Inhibitors, Kazal Type|D12.644.822.750,D12.776.815.688,D27.505.519.389.745.800.562
Serine Peptidase Inhibitor Kazal-Type 5|D12.644.822.750.250,D12.776.815.688.250
Trypsin Inhibitor, Kazal Pancreatic|D12.644.822.750.500,D12.776.124.050.850,D12.776.815.688.500
Salivary Proteins and Peptides|D12.644.848,D12.776.850
Glue Proteins, Drosophila|D12.644.848.249,D12.776.093.500.462.500,D12.776.850.400
Salivary Cystatins|D12.644.848.906,D12.776.215.750,D12.776.850.906
Salivary Proline-Rich Proteins|D12.644.848.937,D12.776.850.925
Serpins|D12.644.861,D12.776.872,D27.505.519.389.745.800.675
Antithrombin Proteins|D12.644.861.060,D12.776.872.060
Antithrombin III|D12.644.861.060.500,D12.776.124.790.106.125,D12.776.377.715.085.125,D12.776.872.060.500,D23.113.025
Heparin Cofactor II|D12.644.861.060.750,D12.776.124.790.106.450,D12.776.377.715.085.450,D12.776.872.060.750
Hirudins|D12.644.861.060.875,D12.776.872.060.875
Complement C1 Inactivator Proteins|D12.644.861.140,D12.776.124.486.274.920.250,D12.776.872.140
Neuroserpin|D12.644.861.488,D12.776.872.488
Ovalbumin|D12.644.861.557,D12.776.034.614,D12.776.256.159.157.663,D12.776.290.663,D12.776.872.557
Plasminogen Inactivators|D12.644.861.695,D12.776.872.695,D23.119.832
Plasminogen Activator Inhibitor 1|D12.644.861.695.500,D12.776.124.125.640,D12.776.872.695.500,D23.119.832.500
Plasminogen Activator Inhibitor 2|D12.644.861.695.520,D12.776.124.125.645,D12.776.872.695.520,D23.119.832.750
Protein C Inhibitor|D12.644.861.695.700,D12.776.872.695.700
Tissue Polypeptide Antigen|D12.644.875,D23.050.285.840,D23.101.140.880
Trefoil Factors|D12.644.937
Trefoil Factor-1|D12.644.937.500
Trefoil Factor-2|D12.644.937.750
Trefoil Factor-3|D12.644.937.875
Proteins|D12.776
Albumins|D12.776.034
C-Reactive Protein|D12.776.034.145,D12.776.124.050.120,D12.776.124.486.157
Conalbumin|D12.776.034.180,D12.776.157.427.750.124,D12.776.256.159.157.180,D12.776.290.180,D12.776.556.579.750.124
Lactalbumin|D12.776.034.398,D12.776.256.159.750.816.250
Parvalbumins|D12.776.034.700,D12.776.210.500.750
Serum Albumin|D12.776.034.841,D12.776.124.727
Methemalbumin|D12.776.034.841.225,D12.776.124.727.375,D12.776.422.680
Prealbumin|D12.776.034.841.450,D12.776.124.727.750
Serum Albumin, Bovine|D12.776.034.841.540,D12.776.124.727.875
Serum Albumin, Human|D12.776.034.841.603,D12.776.124.727.906
Serum Albumin, Radio-Iodinated|D12.776.034.841.603.500,D12.776.124.727.906.750
Algal Proteins|D12.776.037
Amphibian Proteins|D12.776.045
Xenopus Proteins|D12.776.045.500
Amyloidogenic Proteins|D12.776.049.407
Amyloid beta-Protein Precursor|D12.776.049.407.249,D12.776.543.039,D12.776.811.050,D12.776.815.468.500
Serum Amyloid A Protein|D12.776.049.407.750,D12.776.124.050.725
Antifreeze Proteins|D12.776.053
Antifreeze Proteins, Type I|D12.776.053.100
Antifreeze Proteins, Type II|D12.776.053.200
Antifreeze Proteins, Type III|D12.776.053.350
Antifreeze Proteins, Type IV|D12.776.053.500
Antiviral Restriction Factors|D12.776.066
Viperin Protein|D12.776.066.500
Apoproteins|D12.776.070
Apoferritins|D12.776.070.345,D12.776.157.427.249.290,D12.776.556.579.249.290
Aprotinin|D12.776.083
Archaeal Proteins|D12.776.090
Bacteriorhodopsins|D12.776.090.200,D12.776.157.530.450.250.875.249,D12.776.543.585.450.250.875.249,D12.776.752.812.249
Halorhodopsins|D12.776.090.300,D12.776.157.530.450.074.249,D12.776.543.585.450.074.249,D12.776.752.812.500
Periplasmic Proteins|D12.776.090.650,D12.776.097.577,D12.776.765.537
Armadillo Domain Proteins|D12.776.091
beta Catenin|D12.776.091.249,D12.776.220.145.500,D12.776.930.130
gamma Catenin|D12.776.091.500,D12.776.220.145.750
Plakophilins|D12.776.091.750,D12.776.220.885
Arthropod Proteins|D12.776.093
Agatoxins|D12.776.093.249,D20.888.065.870.324,D23.946.833.065.870.324
Erythrocruorins|D12.776.093.312,D12.776.422.316.762.260
Hemocyanins|D12.776.093.375,D12.776.556.462,D23.767.482
Insect Proteins|D12.776.093.500
Drosophila Proteins|D12.776.093.500.462
Vitellogenins|D12.776.093.500.925,D12.776.290.812.500,D12.776.744.925
Autophagy-Related Proteins|D12.776.094
Autophagy-Related Protein 5|D12.776.094.250
Autophagy-Related Protein 12|D12.776.094.391,D12.776.947.125
Autophagy-Related Protein 7|D12.776.094.399
Autophagy-Related Protein 8 Family|D12.776.094.407,D12.776.220.600.450.100,D12.776.947.187
Avian Proteins|D12.776.095
Bacterial Proteins|D12.776.097
Antigens, Bacterial|D12.776.097.025,D23.050.161
Adhesins, Bacterial|D12.776.097.025.050,D12.776.097.120.050,D12.776.543.100.050,D23.050.161.050
Adhesins, Escherichia coli|D12.776.097.025.050.040,D12.776.097.120.050.040,D12.776.097.275.500,D12.776.543.100.050.040,D23.050.161.050.040
Lepromin|D12.776.097.025.386,D23.050.161.386
Staphylococcal Protein A|D12.776.097.025.821,D12.776.097.820,D23.050.161.821
Tuberculin|D12.776.097.025.845,D23.050.161.845
AraC Transcription Factor|D12.776.097.049,D12.776.260.703.099,D12.776.930.780.500
Azurin|D12.776.097.100,D12.776.556.080
Bacterial Outer Membrane Proteins|D12.776.097.120,D12.776.543.100
Bacterial Transferrin Receptor Complex|D12.776.097.120.300,D12.776.157.905.500.249,D12.776.543.750.800.249
Transferrin-Binding Protein A|D12.776.097.120.300.500,D12.776.157.905.500.249.500,D12.776.543.750.800.249.500
Transferrin-Binding Protein B|D12.776.097.120.300.750,D12.776.157.905.500.249.750,D12.776.543.750.800.249.750
Fimbriae Proteins|D12.776.097.120.425,D12.776.543.100.300
Bacteriophage Receptors|D12.776.097.120.712,D12.776.543.100.650,D12.776.543.750.830.062
Bacteriocins|D12.776.097.151,D12.776.543.695.110
Cloacin|D12.776.097.151.190
Megacins|D12.776.097.151.615
Pediocins|D12.776.097.151.743,D12.776.543.695.110.850
Pyocins|D12.776.097.151.785
Colicins|D12.776.097.200
Escherichia coli Proteins|D12.776.097.275
Exfoliatins|D12.776.097.293,D23.946.123.353,D23.946.350.500
Factor For Inversion Stimulation Protein|D12.776.097.312,D12.776.260.246
